"TASK_TYPE","SUBLOT","AREA","EQP","STEP","DATES"
"DIE_TO_OVEN","Q26060061-36","D6-03","3ZPS166","装片烘烤","10/7/2026 15:02:06"
"DIE_TO_OVEN","Q26068601-3","C3-05","3ZPS99","装片烘烤","10/7/2026 15:15:00"
"DIE_TO_OVEN","Q26066737-6","C3-02","3ZPS106","装片烘烤","10/7/2026 15:52:55"
"DIE_TO_OVEN","Q26079150-1","C8-02","3ZPS184","装片烘烤","10/7/2026 14:51:51"
"DIE_TO_OVEN","Q26065275-10","D1-03","3ZPS156","装片烘烤","10/7/2026 15:15:48"
"DIE_TO_OVEN","Q26063411-15","C1-08","3ZPS140","装片烘烤","10/7/2026 15:42:05"
"DIE_TO_OVEN","Q26063675-6","D8-07","3ZPS241","装片烘烤","10/7/2026 15:30:03"
"DIE_TO_OVEN","Q26048320-5","C1-01","3ZPS62","装片烘烤","10/7/2026 15:43:08"
"DIE_TO_OVEN","Q26067865-14","C6-16","3ZPS118","装片烘烤","10/7/2026 15:54:43"
"DIE_TO_OVEN","Q26057121-7","D7-05","3ZPS231","装片烘烤","10/7/2026 15:55:13"
"DIE_TO_OVEN","Q26068137-3","D5-03","3ZPS178","装片烘烤","10/7/2026 15:12:57"
"DIE_TO_OVEN","Q26066663-2","C4-07","3ZPS145","装片烘烤","10/7/2026 15:43:20"
"DIE_TO_OVEN","Q26071848-1","C7-16","3ZPS201","装片烘烤","10/7/2026 15:06:36"
"DIE_TO_OVEN","Q26071514-8","D7-08","3ZPS235","装片烘烤","10/7/2026 15:33:38"
"DIE_TO_OVEN","Q26068146-6","D8-05","3ZPS239","装片烘烤","10/7/2026 15:34:21"
"DIE_TO_OVEN","Q26066937-5","C7-10","3ZPS102","装片烘烤","10/7/2026 15:44:20"
"DIE_TO_OVEN","Q26068705-9-1","C1-02","3ZPS39","装片烘烤","10/7/2026 15:44:21"
"DIE_TO_OVEN","Q26066059-3","C5-03","3ZPS77","装片烘烤","10/7/2026 15:44:14"
"DIE_TO_OVEN","Q26066527-27","D5-02","3ZPS220","装片烘烤","10/7/2026 15:44:58"
"DIE_TO_OVEN","Q26065860-9","C1-04","3ZPS40","装片烘烤","10/7/2026 15:19:42"
"DIE_TO_OVEN","Q26042887-1","C5-02","3ZPS14","装片烘烤","10/7/2026 15:55:54"
"DIE_TO_OVEN","Q26068405-19","D5-08","3ZPS179","装片烘烤","10/7/2026 14:56:17"
"DIE_TO_OVEN","Q26063314-3","C7-02","3ZPS146","装片烘烤","10/7/2026 15:14:24"
"DIE_TO_OVEN","Q26065850-61","C7-17","3ZPS200","装片烘烤","10/7/2026 15:37:18"
"DIE_TO_OVEN","Q26067460-39","C1-06","3ZPS138","装片烘烤","10/7/2026 14:57:22"
"DIE_TO_OVEN","Q26079151-1","C8-02","3ZPS184","装片烘烤","10/7/2026 15:18:49"
"DIE_TO_OVEN","Q26067470-5","C3-06","3ZPS97","装片烘烤","10/7/2026 15:11:19"
"DIE_TO_OVEN","Q26079802-1","C8-03","3ZPS18","装片烘烤","10/7/2026 15:35:13"
"DIE_TO_OVEN","Q26064194-28","C1-07","3ZPS139","装片烘烤","10/7/2026 15:38:47"
"DIE_TO_OVEN","Q26068705-9-2","C1-02","3ZPS39","装片烘烤","10/7/2026 15:57:35"
"DIE_TO_OVEN","Q26064198-5","C7-15","3ZPS88","装片烘烤","10/7/2026 15:21:37"
"DIE_TO_OVEN","Q26067395-5","C3-07","3ZPS120","装片烘烤","10/7/2026 15:58:52"
"DIE_TO_OVEN","Q26062169-4","D3-01","3ZPS173","装片烘烤","10/7/2026 15:58:57"
"DIE_TO_OVEN","Q26064018-6","C4-01","3ZPS71","装片烘烤","10/7/2026 15:19:55"
"DIE_TO_OVEN","Q26045988-4","C5-18","3ZPS149","装片烘烤","10/7/2026 15:30:32"
"DIE_TO_OVEN","Q26066580-2","D8-03","3ZPS237","装片烘烤","10/7/2026 11:55:35"
"DIE_TO_OVEN","Q26067609-5","C2-13","3ZPS109","装片烘烤","10/7/2026 15:37:37"
"DIE_TO_OVEN","Q26068770-6","D5-01","3ZPS219","装片烘烤","10/7/2026 15:18:55"
"DIE_TO_OVEN","Q26065850-32","C3-12","3ZPS131","装片烘烤","10/7/2026 14:24:38"
"DIE_TO_OVEN","Q26071004-3","D6-04","3ZPS207","装片烘烤","10/7/2026 15:54:42"
"DIE_TO_OVEN","Q26066042-7","C2-10","3ZPS116","装片烘烤","10/7/2026 15:26:45"
"DIE_TO_OVEN","Q26063665-1","C6-08","3ZPS95","装片烘烤","10/7/2026 13:58:40"
"DIE_TO_OVEN","Q26066509-3","D3-04","3ZPS168","装片烘烤","10/7/2026 14:58:03"
"WIRE_TO_GATE","Q26067361-4","N4-3","2QHE86","焊线关卡","10/7/2026 14:05:23"
"WIRE_TO_GATE","Q26067602-10","D02-07","3QHS3856","焊线关卡","10/7/2026 15:44:32"
"WIRE_TO_GATE","Q26056228-9","Q19-15","3QHS588","焊线关卡","10/7/2026 15:44:28"
"WIRE_TO_GATE","Q26066994-23","Q03-07","3QHS3883","焊线关卡","10/7/2026 14:35:43"
"WIRE_TO_GATE","Q26067702-29","D17-03","3QHS3742","焊线关卡","10/7/2026 04:44:23"
"WIRE_TO_GATE","Q26063835-10","D06-16","3QHS2156","焊线关卡","10/7/2026 12:57:42"
"WIRE_TO_GATE","Q26064704-9","C17-05","3QHS4219","焊线关卡","10/7/2026 02:05:16"
"WIRE_TO_GATE","Q26065359-5","N18-8","2QHB66","焊线关卡","10/7/2026 14:31:44"
"WIRE_TO_GATE","Q26071338-3","Q13-12","3QHS704","焊线关卡","10/7/2026 09:37:45"
"WIRE_TO_GATE","Q26071397-1","N15-8","2QHB54","焊线关卡","10/7/2026 14:11:38"
"WIRE_TO_GATE","Q26056226-8","Q19-13","3QHS533","焊线关卡","10/7/2026 01:42:32"
"WIRE_TO_GATE","Q26054950-15","Q22-01","3QHS692","焊线关卡","10/7/2026 01:48:07"
"WIRE_TO_GATE","Q26066619-5","C13-10","3QHS4162","焊线关卡","10/7/2026 14:14:00"
"WIRE_TO_GATE","Q26043287-14","C15-16","3QHS4244","焊线关卡","10/7/2026 04:48:41"
"WIRE_TO_GATE","Q26061720-2","Q13-07","3QHS559","焊线关卡","10/7/2026 06:52:35"
"WIRE_TO_GATE","Q26064458-14","D21-7","3QHS4341","焊线关卡","10/7/2026 14:08:03"
"WIRE_TO_GATE","Q26067653-1","C15-04","3QHS4236","焊线关卡","10/7/2026 07:50:37"
"WIRE_TO_GATE","Q26056674-20","N16-5","2QHB100","焊线关卡","10/7/2026 14:45:20"
"WIRE_TO_GATE","Q26062846-7","Q12-12","3QHS3079","焊线关卡","10/7/2026 15:12:23"
"WIRE_TO_GATE","Q26064849-45","D11-14","3QHS3997","焊线关卡","10/7/2026 15:12:29"
"WIRE_TO_GATE","Q26055758-93","D22-2","3QHS4320","焊线关卡","10/7/2026 15:24:01"
"WIRE_TO_GATE","Q26067653-15","C14-08","3QHS4181","焊线关卡","10/7/2026 02:16:24"
"WIRE_TO_GATE","Q26061163-5","C13-06","3QHS4163","焊线关卡","10/7/2026 03:20:22"
"WIRE_TO_GATE","Q26064704-57","C17-05","3QHS4219","焊线关卡","10/7/2026 12:18:41"
"WIRE_TO_GATE","Q26064567-2","D22-14","3QHS4332","焊线关卡","10/7/2026 14:43:04"
"WIRE_TO_GATE","Q26067833-9","N1-7","2QHE51","焊线关卡","10/7/2026 13:35:09"
"WIRE_TO_GATE","Q26056226-13","Q23-07","3QHS3010","焊线关卡","10/7/2026 06:35:04"
"WIRE_TO_GATE","Q26057174-3","C12-05","3QHS4146","焊线关卡","10/7/2026 13:56:21"
"WIRE_TO_GATE","Q26071249-7","N6-1","2QHE32","焊线关卡","10/7/2026 13:07:32"
"WIRE_TO_GATE","Q26068747-5","Q22-11","3QHS698","焊线关卡","10/7/2026 15:48:22"
"WIRE_TO_GATE","Q26056683-14","N16-5","2QHB100","焊线关卡","10/7/2026 15:47:20"
"WIRE_TO_GATE","Q26071450-1","N16-8","2QHB99","焊线关卡","10/7/2026 11:12:02"
"WIRE_TO_GATE","Q26064849-48","D11-05","3QHS545","焊线关卡","10/7/2026 14:04:24"
"WIRE_TO_GATE","Q26066489-1","N13-9","2QHB73","焊线关卡","10/7/2026 15:32:33"
"WIRE_TO_GATE","Q26064567-8","C08-07","3QHS4303","焊线关卡","10/7/2026 15:06:32"
"WIRE_TO_GATE","Q26064334-17","D13-01","3QHS4002","焊线关卡","10/7/2026 15:06:26"
"WIRE_TO_GATE","Q26071329-3","N5-12","2QHE04","焊线关卡","10/7/2026 14:03:07"
"WIRE_TO_GATE","Q26065824-45","D15-04","3QHS4024","焊线关卡","10/7/2026 14:55:26"
"WIRE_TO_GATE","Q26062227-3","D04-11","3QHS3831","焊线关卡","10/7/2026 15:48:53"
"WIRE_TO_GATE","Q26055758-92","C05-01","3QHS4311","焊线关卡","10/7/2026 07:09:45"
"WIRE_TO_GATE","Q26064871-15","C15-09","3QHS4242","焊线关卡","10/7/2026 06:42:22"
"WIRE_TO_GATE","Q26064334-14","D21-11","3QHS2149","焊线关卡","10/7/2026 12:46:34"
"WIRE_TO_GATE","Q26061163-2","C13-06","3QHS4163","焊线关卡","10/7/2026 08:15:59"
"WIRE_TO_GATE","Q26057772-2-3","C04-01","3QHS4184","焊线关卡","10/7/2026 06:39:48"
"WIRE_TO_GATE","Q26056674-24","N16-3","2QHB102","焊线关卡","10/7/2026 15:32:38"
"WIRE_TO_GATE","Q26067192-33","N7-14","2QHE37","焊线关卡","10/7/2026 13:29:46"
"WIRE_TO_GATE","Q26062350-5","Q22-13","3QHS3777","焊线关卡","10/7/2026 09:04:56"
"WIRE_TO_GATE","Q26067548-6","Q13-04","3QHS213","焊线关卡","10/7/2026 15:31:47"
"WIRE_TO_GATE","Q26067460-13","D04-12","3QHS1772","焊线关卡","10/7/2026 12:58:52"
"WIRE_TO_GATE","Q26043287-19","C14-14","3QHS4180","焊线关卡","10/7/2026 07:11:09"
"WIRE_TO_GATE","Q26071329-1","N5-13","2QHE05","焊线关卡","10/7/2026 15:30:49"
"WIRE_TO_GATE","Q26071089-1","D02-02","3QHS3830","焊线关卡","10/7/2026 13:39:35"
"WIRE_TO_GATE","Q26054725-14","C08-05","3QHS4301","焊线关卡","10/7/2026 10:04:48"
"WIRE_TO_GATE","Q26067835-1","N2-7","2QHE70","焊线关卡","10/7/2026 14:00:51"
"WIRE_TO_GATE","Q26061773-1","N12-7","2QHB105","焊线关卡","10/7/2026 14:42:27"
"WIRE_TO_GATE","Q26062210-9","C09-05","3QHS4094","焊线关卡","10/7/2026 12:43:21"
"WIRE_TO_GATE","Q26061226-9","D09-06","3QHS763","焊线关卡","10/7/2026 12:09:32"
"WIRE_TO_GATE","Q26066392-5","C13-15","3QHS4164","焊线关卡","10/7/2026 12:07:51"
"WIRE_TO_GATE","Q26066814-12","D10-16","3QHS2148","焊线关卡","10/7/2026 13:12:54"
"WIRE_TO_GATE","Q26062152-4","D13-02","3QHS3745","焊线关卡","10/7/2026 12:29:52"
"WIRE_TO_GATE","Q26071169-1","N16-2","2QHB103","焊线关卡","10/7/2026 13:13:22"
"WIRE_TO_GATE","Q26067649-10","N1-12","2QHE66","焊线关卡","10/7/2026 13:26:17"
"WIRE_TO_GATE","Q26061634-1-7","Q24-01","3QHS3928","焊线关卡","10/7/2026 13:11:21"
"WIRE_TO_GATE","Q26066783-5","N12-1","2QHB118","焊线关卡","10/7/2026 13:20:08"
"WIRE_TO_GATE","Q26071162-11","D06-06","3QHS2146","焊线关卡","10/7/2026 15:48:45"
"WIRE_TO_GATE","Q26064215-41","Q20-03","3QHS721","焊线关卡","10/7/2026 15:49:04"
"WIRE_TO_GATE","Q26072067-17","X11-5-5","1QH108","焊线关卡","10/7/2026 13:59:18"
"WIRE_TO_GATE","Q26067833-10","N1-8","2QHE72","焊线关卡","10/7/2026 13:37:28"
"WIRE_TO_GATE","Q26066489-13","N13-4","2QHB64","焊线关卡","10/7/2026 13:59:03"
"WIRE_TO_GATE","Q26038012-1","C08-01","3QHS4297","焊线关卡","10/7/2026 13:44:50"
